numerator,-567451585*x+1268860318
"(6, -4)",-6751717513219257544509122009151475216685018256906547800*x-15097299324434094821164853643683032508038517890199241108
"(6, -2)",-4179904996627535148345335685426684498518672522556000*x-9346551711950197790940636048134567819210284082227200
"(6, 0)",42002646175741874198495514795487032080028821874000*x+93920772083830408864606509161438645888955570319200
"(6, 2)",32408240513349739745397032024881262175682788000*x+72467028819015601377369510629335623465186172800
"(6, 4)",-5091078590189915040758809795014267255471720*x-11383993117875117594019806424352962930128108
"(6, 6)",-83398084575827836139253650867269586400
"(6, 8)",1355531974139040265219225018112117488500*x-3031061652758471890267831613845667581050
"(6, 10)",22749497638587157741569678340475780988000*x-50869423173851827451824394636687483630400
"(6, 12)",381120051325919121185839988741707999266000*x-852210342352964011723268868797510535633900
"(7, -15)",234004801848038534447322233306885701818607411138931471010934500*x+523250643993582576013588659898259894749864838918494868705786520
"(7, -13)",1880090693242364097244776457646714818231072961697448247815767500*x+4204010593954630614420872580452103622755458824129648435214793000
"(7, -11)",271984509636717487312561287836949733027627302267902743381597320*x+608175852374646932274855088650044608479899786504830087216395632
"(7, -9)",32786671871452782548763353328889580184664933977361145018048760*x+73313227060548668305734755413397754259156010436835869701390892
"(7, -7)",2219646685082787199211523410743768174853142348526465549226000*x+4963280873877180592935562074699116287333118006263758808767900
"(7, -5)",-28882450695149825911591121054196100458517728875906078896800*x-64583123111141066202515597386509907481522871664701192191760
"(7, -3)",-406759001603556483380728139586902796305445274329081067500*x-909540778045498259721518977396457926332080340509273230200
"(7, -1)",-1366812635782272793086218940186472212551090694289080580*x-3056285966114823409183815369787874926931277141992918688
"(7, 1)",-677369441696717666550843067351346578386672331999140*x-1514644117514940238653661751155201873315860570684688
"(7, 3)",7488343370941937787552431445054880554864894604500*x+16744444816568561211637831548172115825441598469800
"(7, 5)",-255455608903139809080830690504606349685317600*x-571196049951546467534152149557154954490571760
"(7, 7)",-1541385346439942770596112498295078259207100
"(7, 9)",5091078590189915040758809795014267255471720*x-11383993117875117594019806424352962930128108
"(7, 11)",42233448828093030969794818786433289369178760*x-94436862503874938323162126319707309217620368
"(7, 13)",291938368811082214522290758762689101329527500*x-652794037901984291325818873590585295299207000
"(7, 15)",36336002508295137969715529179718641284339300*x-81249771639150794541221490535888090335933480
"(8, -16)",-3391124931263803293042606051961895013045505164120286069796158331520*x-7582785866500165982681634462303261799352988820359680876641553734704
"(8, -14)",-846022430496275601978486013525430186859175537160698622791811289080*x-1891763665079263385043575231746760085697139067124290904621245724368
"(8, -12)",-208709912375167159450742061566458295559802864770337896202822980000*x-466689551648898359013427265873920091698444511417550819268795027200
"(8, -10)",1645111887470338123539967920755918076091761144470687742703668000*x+3678582010976660586207915113460505773305590536870770765806368240
"(8, -8)",-126068635103934912953141164900273773116403918689148951392368000*x-281898037923014730412115984880037074114981975496315418382967200
"(8, -6)",-10285538849430152170224625238709285095373582191527833676853040*x-22999164052540794305037794585393437364290309154618734166414928
"(8, -4)",2714022916439310503293728694528402356657265936289312243652000*x+6068739733650529769829602873203151843302711813730432961699200
"(8, -2)",-6797296834415452729408004746305556166265517531584066995000*x-15199217784997084283462221196602269379804951046007302353200
"(8, 0)",-89599124787431743054294306005793679687898809202061137600*x-200349733749183772030817685325701712950854518797314878080
"(8, 2)",286963268137838168743326091294896162847850884175037000*x+641669374601710356033362554366978902224968148477846800
"(8, 4)",-2608139766403569475855015276947821744508748762204000*x-5831977814383497709400418843451778795742759589900800
"(8, 6)",-124927945977090047063310198661269564034251767280*x-279340236925528600641588565536353354334878978928
"(8, 8)",87545620706586368107102682526573018926832800
"(8, 10)",255455608903139809080830690504606349685317600*x-571196049951546467534152149557154954490571760
"(8, 12)",-32408240513349739745397032024881262175682788000*x+72467028819015601377369510629335623465186172800
"(8, 14)",-131369411712113957529744878670294822869113134840*x+293750934752443841804079054774503252310368339632
"(8, 16)",-526570066234632624223092141203990019683446674240*x+1177446463017205272926296350644041520348473573296
"(9, -19)",-560209907703194897984247597432198360127859387979495078759815381493420*x-1252667435293226871668748882544150205392017830740724664126969150153288
"(9, -17)",-119717022218159515388540414221316278908059792691319411420436753485500*x-267695399743657334427578176076734696008986852836902163771019763481050
"(9, -15)",-270498134548618314764092947883648759121048552081971515842981727378000*x-604852216637594943784996309068359776035301926838605447968483474080800
"(9, -13)",-48225126203744811854249518750290052854742452602066985298040092108500*x-107834660415079772451841045637212278680777178161864590912757395930200
"(9, -11)",804528937975835636785342048910952402005394280556386619501319572400*x+1798981395179680540894444383968310966511295616135462380095396353072
"(9, -9)",470209044803294256556015995975369245618162409752931776570336880540*x+1051419387815410186944015651515754242120030401392080676701082003441
"(9, -7)",46258890837879016112712819534916408759273817304754990606172031000*x+103438024477239683537992817182732819988344862244207540124654039350
"(9, -5)",-217989638864977539186483325876410325613662764075782739285660000*x-487439650892719877627830525886175862273157018372532355547331600
"(9, -3)",12586131204543070958986329675831609882347320990299838989066000*x+28143444947089616582312630739312599870493060039079073652139200
"(9, -1)",-139671200874995356777368372450855609788892086495383405615500*x-312314299655517724392779764696716983398285372732341000799998
"(9, 1)",-4611293321149487902412058686019681311690853944806012075620*x-10311165330281023520571831673416837608185584243334385694498
"(9, 3)",-14165360584501677851096580342121629116864345529592518000*x-31674709192750645776633750533614623762580605507005260800
"(9, 5)",18504180816942207085624878315286663907075857483356000*x+41376606326008529031674525161216905730737077642768400
"(9, 7)",309227643410105448174341468684227014397257570558000*x+691421907706797218756936311285345399408611692801850
"(9, 9)",-326526440579117698647371563343806804223762896809
"(9, 11)",124927945977090047063310198661269564034251767280*x-279340236925528600641588565536353354334878978928
"(9, 13)",-7488343370941937787552431445054880554864894604500*x+16744444816568561211637831548172115825441598469800
"(9, 15)",-42002646175741874198495514795487032080028821874000*x+93920772083830408864606509161438645888955570319200
"(9, 17)",-18589524596292516743994368685100095540891521626500*x+41567440666714402470354018535616401560391329231450
"(9, 19)",-86988764549772007222068227171414641202076158400300*x+194512790812014096225619130775220249754531284478712
"(10, -22)",23619646177329838082785049920601651798267979083077614035337724536428000*x+52815134457002570095770504249440823325750218412703955689217295142405400
"(10, -20)",252835117401313829007639588885650940370266312216997939710071166254583000*x+565356509608477697338816994236171874643213732178131210390147624678479725
"(10, -18)",26918696966078154460704093853554838133437310452207351300683875579676000*x+60192036281868103853246874263968517592298547463748631936767607199772800
"(10, -16)",4362276834001516007867291901076906478359071692459019529298448036651140*x+9754347537499955729163320451010506621683277438079179289105022697765312
"(10, -14)",16796487978790301556434750030219911977938822421380524487285693597244000*x+37558088903833160136176942703295784391493220132113777101886882604099200
"(10, -12)",-1991387812746470708667239085186068520242272805209270565010920117853000*x-4452878518865730681784796645153272049113480551188812118494594320760650
"(10, -10)",116708929877032295433383960485013548786995782868781014713117832020000*x+260969100786300384244874720114291902888110778373915384789952642483000
"(10, -8)",4479486894535812413623352282798333129719756756096236805042970104500*x+10016437200501507812871182412943958707088354054211383245026563396600
"(10, -6)",1258826940240713486180684814771063717940086077779542182081167716000*x+2814822610286300832375256547753835236618246139608014884440868886800
"(10, -4)",47022615204157663154903245961017181280530316317919770532702519760*x+105145764076311686417083289467106339223139248183596652743829367683
"(10, -2)",-196442753571378251266841933296767717574354279728506216651784000*x-439259350672841355581470589948437331297223092856077287027443200
"(10, 0)",11964610612406283747224131693469067794704942606201034798385000*x+26753682653655839098063394003647095082398742778163169261758000
"(10, 2)",294354829081759832797073450532210926875137021501386529976000*x+658197407332147124001153343092725435189067673862791008556800
"(10, 4)",2506180536527882357554638470492884658353817842200606415260*x+5603990043530585884816188240503363037835999068193926448933
"(10, 6)",4782870109606725935202962426675996563831910096165676000*x+10694821818467529434641529453301765719755575118412386800
"(10, 8)",-38470146433252198832699695733083460001461623311575500*x-86024973211334359811574463075679315767302435959603400
"(10, 10)",-81045977055774010567524550183997771640190498267000
"(10, 12)",-309227643410105448174341468684227014397257570558000*x+691421907706797218756936311285345399408611692801850
"(10, 14)",2608139766403569475855015276947821744508748762204000*x-5831977814383497709400418843451778795742759589900800
"(10, 16)",677369441696717666550843067351346578386672331999140*x-1514644117514940238653661751155201873315860570684688
"(10, 18)",4179904996627535148345335685426684498518672522556000*x-9346551711950197790940636048134567819210284082227200
"(10, 20)",39259952733983787783655487351242627878387351955583500*x-87787923106616467358152104326144526291288391523001525
"(10, 22)",3667632099711523922990673261867509195947564839048000*x-8201074691415254315724221261495866710493515869344600
"(11, -23)",23969972367149821929052917879195794586281450955620330416726805179037912500*x+53598487631738548789121687029309968682732534431993454980152277168077793000
"(11, -21)",43481236507899321067487464082284403247945871203450399263236293833868532680*x+97227000577408453372828654621169273388475710108080530067216259326022551892
"(11, -19)",8802308947623218641459372622799448815917574235693175936635211319691649700*x+19682561165840152782469109081113992033918601637682219217651061834644063312
"(11, -17)",-1848050915422817363217545826475758058147170239214723394862486672263421000*x-4132367472766134126978197281604207838837777181402109968173719113284553200
"(11, -15)",-119167406275943507179922785438297949960000956606183043975716984860948000*x-266466421135344743670617380236965698770274757298151651576107538040931600
"(11, -13)",247753223755697829635224956568157511761451634163869477523143166556703500*x+553993049962456096620982408618641363514423976471911368830479916548696600
"(11, -11)",-9142696141258267591599904893284684287271661739165071442434037141688640*x-20443690069478505976874254667425781402290026512773173048717248449195056
"(11, -9)",-2568763232752630615778693110294743264168017847126338259738668060636700*x-5743929206536996278697011357548337549484433080060540392121513851546168
"(11, -7)",3922776593549421006189647749920192448583460484008215353652482594500*x+8771595123721568401602867698453849235541071378419202996045026973400
"(11, -5)",6528713313433313410452276359439780831169140833274100149344318379000*x+14598646774444779686980358236737604925904027099634545511776370497600
"(11, -3)",665098953520415965577746279286184948164625486585987393522339514500*x+1487206471835623160409958523571441761989637674402430596646049007200
"(11, -1)",-9031175437844038894422796446212351135169594870386130307609087320*x-20194322195745697722634735152922524611581310609134028224197592448
"(11, 1)",252549981000431678259114019003545752696111264724199474338548200*x+564718925233245583535423579690815953995278781505977528740179552
"(11, 3)",2936922923809654295024563415951403399994150936057248430078500*x+6567159302315360765515540616091543313289370021574910853157200
"(11, 5)",31097140309465778319430710861859554092255871737586263715000*x+69535319633280604280043452211213227099828033215502712597600
"(11, 7)",155711703076790289322330050227534210848621140213929426500*x+348181950247879387221422209799015829923617155001587173400
"(11, 9)",229830081556636153177838300777768332694754781233375780*x+515699507372016756594658177279795876408442229028481832
"(11, 11)",6348946412867006014823051569447522447283874954208944
"(11, 13)",38470146433252198832699695733083460001461623311575500*x-86024973211334359811574463075679315767302435959603400
"(11, 15)",-18504180816942207085624878315286663907075857483356000*x+41376606326008529031674525161216905730737077642768400
"(11, 17)",-286963268137838168743326091294896162847850884175037000*x+641669374601710356033362554366978902224968148477846800
"(11, 19)",1366812635782272793086218940186472212551090694289080580*x-3056285966114823409183815369787874926931277141992918688
"(11, 21)",6751717513219257544509122009151475216685018256906547800*x-15097299324434094821164853643683032508038517890199241108
"(11, 23)",3722030356548521868440406232713670445651879551553632500*x-8322712891560274418628913479837569779038437396742707000
"(12, -26)",487152807607704490559210983546605992025757117162718046622084085868755924820*x+1089306793240703943637681718811248495965605756594363713304826333598302166712
"(12, -24)",-773421647287158502971562405272258169987692825108181924063178049048035232000*x-1729423378603952222111901981887038496156851218821877178118286947769819986400
"(12, -22)",2619538556791347359504651223296308582192877780906383501422477027177736219500*x+5857466282667146081302729616869332552581616391141093019033591023520638969800
"(12, -20)",577020695571951717104637276800432786053512985334386218679103886229959787200*x+1290257499723095932269558542613385801433295459658853521874187988440775681920
"(12, -18)",91225290837264264157377100188470199841508319450399182815862218990455030000*x+203985951579311599781174701032399172855989356526143645336425752602602939200
"(12, -16)",-30801806727836507450469395920063550745544629490577028079239043114282932000*x-68874933673252794434875980894140962797738707088042009744395749816616713200
"(12, -14)",-1482680470102583674080382129172497077421431051903816760320973742372095140*x-3315374320060721680598528593756982978589713916548213311294974220059414168
"(12, -12)",-820141167853617089703031815948633244322646722371670332152079959413856000*x-1833891402466753103199110311746197613626358556137403830174438078874382400
"(12, -10)",108311129832784317160349320319406970264563301345604572425296893439265600*x+242191049025911163046930556365189893594576419829937696775318066211668640
"(12, -8)",8496003387537104626145456224088001325772701688981842403811430305480000*x+18997641111601455507570892192166303973267632285301335124223813471840800
"(12, -6)",-2393098632858703770658343997880256898245223761210988748324102371366000*x-5351131219933873506491935339667195286716588758552885887175419298233600
"(12, -4)",-26289343260533767905919083794470964557074586349287147685730334991040*x-58784758614379469228554716686670279367360185799421581628154499381248
"(12, -2)",11779760078762301330983764893490952880496680270929618071407510910500*x+26340344294750782514575502236292019415941169530758604600149852638200
"(12, 0)",61971483508512135310061218619470745783569185016332871812442320000*x+138572449791540301568429501270966000538419071073393799616911456000
"(12, 2)",-1027268682752218081276614670307950688385574631428586038246177500*x-2297042605790633560544492442143323689809465595275937969974161800
"(12, 4)",-33162833528972366485694597427957444940357283635999935527590080*x-74154350097273196855646519023557438352342134402001538240725248
"(12, 6)",3489218948979788302911608767190990480073368216522916080682000*x+7802130759961012401283597560754504933638616611243125709566400
"(12, 8)",36794297965328524129843558253785772060198815851147267672000*x+82274545534992079622706172541585958825724690667999778040800
"(12, 10)",-64371890716614002116879222819148762946533915791124904000*x-144015137790066940888641552100092496476967684858275891360
"(12, 12)",569529189774883972733796392001100762405839279977217600
"(12, 14)",-229830081556636153177838300777768332694754781233375780*x+515699507372016756594658177279795876408442229028481832
"(12, 16)",-4782870109606725935202962426675996563831910096165676000*x+10694821818467529434641529453301765719755575118412386800
"(12, 18)",14165360584501677851096580342121629116864345529592518000*x-31674709192750645776633750533614623762580605507005260800
"(12, 20)",89599124787431743054294306005793679687898809202061137600*x-200349733749183772030817685325701712950854518797314878080
"(12, 22)",406759001603556483380728139586902796305445274329081067500*x-909540778045498259721518977396457926332080340509273230200
"(12, 24)",-120096043730102255197256189746353301327512052311426384000*x+268542917609296049017877035143965185271473917455667813600
"(12, 26)",75644540194741919564164898004151906141177630830984821460*x-169146334002158111895880523982958757359840752900948129288
"(13, -29)",384623213600547392540393989211196856547267442844489999752223814156575067760*x+860043651335245613287762016377946239474968859861047193414492530533510544001
"(13, -27)",-56219245404414954229251761384264997019017286596796778921826519981139360462500*x-125710054368014493164975962229720212000619264508320288508738055864445567281050
"(13, -25)",186003734182409063805602991248079546211465831215844435236829874775712424488800*x+415916993700667934128257466765422266349312930923739265991974669045671791508240
"(13, -23)",43774768522667562796519866048743923499264033014904399599397842420196318547000*x+97883358116002714056260512469341657867117719403373288510160441002678274846800
"(13, -21)",29696849003476097102465845049620499462358638358343745788805075359812659323260*x+66404173089319441563522754022319319743709403222877992463017971071831774172002
"(13, -19)",-16139867882000144802123367093891527014437742778442185082730056587893415719720*x-36089841732017878170220087958791705913441067603737478866455743912225280588317
"(13, -17)",-1002787416503745664599613599252203939889382772390000329831871942734437802500*x-2242300830283769799621125130601519175359010760954728029870744608397748926600
"(13, -15)",414664962712131805816731389668994208919144793641808155799147362870217457600*x+927219044511742276215393066077862625305631140704884270041130534749474068640
"(13, -13)",-46484360734459418958371003056867756861073852736880931148934906537330783000*x-103942190492873311678090082166718824095993281228768051251860999075569089450
"(13, -11)",-12049768933726644222878470235173088046725605799163438731530036587965360940*x-26944102448977934775638529880847881371559099308059698992297427329690656818
"(13, -9)",771899223892003194456392013233991700095369333453063565075702732922233920*x+1726019136401848928273103154469574890568042341449054807457887358388242592
"(13, -7)",-8920730944058696422487118293933153720650311328539824634478005174340000*x-19947360799901118888966925066743579410929386773927273853146905911140400
"(13, -5)",5399035402227389633238252336549451700887427676288523725412980732620400*x+12072610172308362695767437591461493149755690185346731034580451897243840
"(13, -3)",-696971929665999214316627020095651324494373259902003205782257336040000*x-1558476613142376537974062778042766833779079476272664756939611339462000
"(13, -1)",37219311114914602650813974671958261593262610467151200676065139320060*x+83224909728662538278626799722045928413930723646998249523510139203112
"(13, 1)",1755968943619790174835221058492666005299961051656970444965196132220*x+3926465924312346432797800582813923684477074157025293717855497179112
"(13, 3)",10756230505556736987950152742717587794196909950322872977309760000*x+24051662592082277311238238744157898424554566457429170695478038000
"(13, 5)",1700033510399489293204413049208885257501784460138460878389929200*x+3801390493277104475071299261902940935241760980599926399639923840
"(13, 7)",79738315680371099983666769837805388645612070332806716060964000*x+178300294278841980246898858176611778267916803384120901100759600
"(13, 9)",891307447103264339348421262011711656317669184970205182394560*x+1993023504546075663788142875040039834031779897807417118346592
"(13, 11)",5275133710997543304718890704221939583191907866450741599020*x+11803925268054127696177913563069448324072636134287099461682
"(13, 13)",32280052927455717526841922518220245440773783819561273050
"(13, 15)",64371890716614002116879222819148762946533915791124904000*x-144015137790066940888641552100092496476967684858275891360
"(13, 17)",-155711703076790289322330050227534210848621140213929426500*x+348181950247879387221422209799015829923617155001587173400
"(13, 19)",-2506180536527882357554638470492884658353817842200606415260*x+5603990043530585884816188240503363037835999068193926448933
"(13, 21)",4611293321149487902412058686019681311690853944806012075620*x-10311165330281023520571831673416837608185584243334385694498
"(13, 23)",6797296834415452729408004746305556166265517531584066995000*x-15199217784997084283462221196602269379804951046007302353200
"(13, 25)",28882450695149825911591121054196100458517728875906078896800*x-64583123111141066202515597386509907481522871664701192191760
"(13, 27)",-8729661211635536421995716804036797773970934264023224899500*x+19520115889760237515160044692559665351245338565739902331450
"(13, 29)",59723860124946290601925832910338218311467094350088544180*x-133546611118068989180133269054242022877048018114932850249
"(14, -30)",-943511191360655990281535536755232434681207821633955168331504336310808074940000*x-2109755161414239089470564847527326169254469099938489436931021168481808185230400
"(14, -28)",-14294582421301783967048525951303166778498267388668610222845811088355734658548000*x-31963658004004326790327561350216990155526192719348500193522444318903349874807100
"(14, -26)",-17478378218061575172128733087745105953475244168410603035703984548313457188900000*x-39082841832037324599905031482603610931776330292075647893789928376480405941100800
"(14, -24)",899486168770753275932566283241763379649805965064353737106253337443990166443380*x+2011312218192252773694841806505129289813400827445158970282411417205295223605502
"(14, -22)",-1895652760277242005755384538017800317306146944272519607907558811276902723832000*x-4238808433715026208505039913120665856784497252469621323617472531127107093043200
"(14, -20)",-200266392932429109726255385568855357048893771702517919547836223018661471691000*x-447809268205594936806157931805682563699318402467668069278132765418689058502400
"(14, -18)",-236956228023101982858345658380204511634927214539640781298139963180580963176000*x-529850233551596641340678724039664272299712116517886535735569274349848891359200
"(14, -16)",-33984048160393708518495721152410027710945942315733207827761999412155042552900*x-75990641837267008443318302765325859032595033637052832632709031031085651668818
"(14, -14)",2062463964221424504339670918660412260775854636354220048249629774285214960000*x+4611809625142799310010122248512126315452308037310250995116147951044782884000
"(14, -12)",66933007856141827943082917299948720960224164161666982300517879134646720000*x+149666755504860591909945450334429259507849053668223637239604573206919538000
"(14, -10)",1787112525633463027753414971777264716717718114795674545741737249291936000*x+3996105090757758742608253553381237324692602963840661874072450842220035200
"(14, -8)",10488309081472657654936968137739423344479559473868865767342783837056694500*x+23452572075201242594963269112785954322600379040919481439799093628695661150
"(14, -6)",1553973680203822608390376857495453573076210750407764071502885280288900000*x+3474790784181266601467248087199647618418367709812812586704409587087769600
"(14, -4)",-76495191185553738789782929585678581839297433001614237504239778124237320*x-171048447442740888699845146470635745991647963070225546959032144797450508
"(14, -2)",-10386598409071724085567103196362119570057725890081297503012987169732000*x-23225140097675543389528958331763952939903682764654119842446665416355200
"(14, 0)",-537629060359685039011997128632873954455864877188526935475301068330000*x-1202175125643593282025293986009740991568093381983354991067222051564000
"(14, 2)",27055048996147609146118699335541572163493342515030054536317335644000*x+60496928689973507113615548343559792425067050379774761981067807244800
"(14, 4)",-1148968604141667893490364406996287408814161592573843234493053838200*x-2569171902873762697429313987590268953605375641411974781058356843508
"(14, 6)",-71808682026722549804013136128623207016387796227849374573526876000*x-160569094387498114481818007315227416795465179182088986974075830400
"(14, 8)",1165339916217036950520095329725030452305396642205117384607061500*x+2605779262271826147830140231930073756714471991478036701908423650
"(14, 10)",27998468933108454235445474276991807939797250341627310320352000*x+62606478559325105589178494988979860322013031590856291937635200
"(14, 12)",-26208292280288237800333362578922807736077584547889803000000*x-58650003283916650924338211012410196224875126843223784962000
"(14, 14)",-1432233225844575152970050030036925622231691951539898116000
"(14, 16)",-5275133710997543304718890704221939583191907866450741599020*x+11803925268054127696177913563069448324072636134287099461682
"(14, 18)",-36794297965328524129843558253785772060198815851147267672000*x+82274545534992079622706172541585958825724690667999778040800
"(14, 20)",-31097140309465778319430710861859554092255871737586263715000*x+69535319633280604280043452211213227099828033215502712597600
"(14, 22)",-294354829081759832797073450532210926875137021501386529976000*x+658197407332147124001153343092725435189067673862791008556800
"(14, 24)",139671200874995356777368372450855609788892086495383405615500*x-312314299655517724392779764696716983398285372732341000799998
"(14, 26)",-2714022916439310503293728694528402356657265936289312243652000*x+6068739733650529769829602873203151843302711813730432961699200
"(14, 28)",-2219646685082787199211523410743768174853142348526465549226000*x+4963280873877180592935562074699116287333118006263758808767900
"(14, 30)",-146507356879577209011663372191215337116422001770464223036000*x+327600409186556109786570640671615622582830484023012149169600
"(15, -33)",-15806548319907624483656396803292038935241562838960139599753094384494818349798000*x-35344516532948540692128794517850077250740107866003082891746667111530983056433900
"(15, -31)",-211147020170544997631005893384040315871705229628336218795060276294106644430250760*x-472139090347857852948971493899508549100853274432275651465519802438001018700184108
"(15, -29)",66239137885675294801848034601414806905244926695271512155013431077137484162806640*x+148115215083351652340733999998616250489017405227010359458215892742774355636045072
"(15, -27)",-81055012528693913555470371192110430853922489477732394886425111441939758251386000*x-181244517931256713840351209373345513719583047873129776404167038737376389724860800
"(15, -25)",-77052403739401743162179502684294765925903159243427413254439844325801400737345000*x-172294412591061288495440978637647358373100911843462428186277248949897370569242000
"(15, -23)",-18913860066806272413896044537014082714675540669259046215783913764203964993578500*x-42292676826297538788166135090222375747377725659055570273226635846637357278092800
"(15, -21)",-22470660845562057759246743024284994216323919647352283446877896108651156959002000*x-50245925150019664683792984251775048739834019798055004111401050779335950267433600
"(15, -19)",-5740042384952331515745776655852017039367826548374256603886543139652444982896960*x-12835124966483429214798117397214615958688150297617145490333054649133056853293408
"(15, -17)",168849017399892838985322405679349693272768496216142779307778310980188540720000*x+377557880840205179631976328700433262445086903250353310979455769253328719538000
"(15, -15)",-275074929947836003127703014293375012011339981781275932981976549568812417210000*x-615086242269353982769932221951593751630745623908461499807075769411095127221500
"(15, -13)",421980454564545851251754720613797348261653835627642058763503462833138961000*x+943576981582585940809673569925331136018320471474822359911168631631826690800
"(15, -11)",4857496390843196333930371214123357134140283735214780858857569149588496266940*x+10861692130385273997113679518117168552016319554277890295109029206642356329752
"(15, -9)",-990765598581247471248412508123386676486939235701226038410370090891484978000*x-2215419228195938540898378321271308108837128955904709484179562682551535619400
"(15, -7)",-91639955620209518343092432321452748049408537780710458576499060274834694500*x-204913170221852383595957750462870646000181920119964274915078913039175165600
"(15, -5)",7041487817869745827287035352606837915622088083021318679986948598404378500*x+15745245423493410060287918073258062989928404189095808871126200810586494200
"(15, -3)",-722001974913681832290295324041147246450089019969959620319682967738116000*x-1614445495796090432199813028948372782768628134911249379136063398745276800
"(15, -1)",88453710347934397265865348331638322434882543839776429998955254241034640*x+197788509200057886864338312637385481070928384270801694004182213328612132
"(15, 1)",-405133617042211906124426841878222724140816843604307551120308042878560*x-905906307676753169424393172150338829351147805364481291321805608532868
"(15, 3)",-192646428298397172042552665354546684177863528528693033855251291876000*x-430770509297754715366716758490751507897138152814463070059174731276800
"(15, 5)",13686589654402824149659643483340489569508269555934446552000043994500*x+30604144847385178819657328726233035872657170209037288345179624094200
"(15, 7)",-107516752970900164423014415550219071105659350954176824067493194500*x-240414768299347862534633572699958837250796831315143059750868915600
"(15, 9)",-14241921085946240282480206926459739329523962158161201953223158000*x-31845902990347804726472383314627654165190145230912568886677369400
"(15, 11)",430727480912092306204144565868434022212920266114946146698546940*x+963132553913999987648387916229704553489555460776784905101829752
"(15, 13)",7858377191814680735058460254556894277821973381355397395441000*x+17571572558586107537488808000210142856233483412766514004690800
"(15, 15)",191019800152912260532324127933427811656821588775709138153500
"(15, 17)",26208292280288237800333362578922807736077584547889803000000*x-58650003283916650924338211012410196224875126843223784962000
"(15, 19)",-891307447103264339348421262011711656317669184970205182394560*x+1993023504546075663788142875040039834031779897807417118346592
"(15, 21)",-3489218948979788302911608767190990480073368216522916080682000*x+7802130759961012401283597560754504933638616611243125709566400
"(15, 23)",-2936922923809654295024563415951403399994150936057248430078500*x+6567159302315360765515540616091543313289370021574910853157200
"(15, 25)",-11964610612406283747224131693469067794704942606201034798385000*x+26753682653655839098063394003647095082398742778163169261758000
"(15, 27)",-12586131204543070958986329675831609882347320990299838989066000*x+28143444947089616582312630739312599870493060039079073652139200
"(15, 29)",10285538849430152170224625238709285095373582191527833676853040*x-22999164052540794305037794585393437364290309154618734166414928
