numerator,-182717648081*x+408569081798
"(6, -4)",116612025963951514285395632299380784469824948450557016943485580745240*x+260752417049366026528413216925606669617866249305733165791305899753772
"(6, -2)",-309646123591455904412745461261917049068125434417122436408101998720*x-692389781319796720768964331642179598591608660616611814450257379840
"(6, 0)",-108882848655917815894295991739652743080433684215746965278447600*x-243469451178453845538923323279910677933376328853874808520720800
"(6, 2)",19046236311160652008526546596375299130848297174785162175360*x+42588679107280056396308115564601698432364140990447851688960
"(6, 4)",-117147778902617997298954492580302799429740282332537912*x-261950397820398900192678884668977703158587348045715948
"(6, 6)",-442461436469668083744381023687510998638846940800
"(6, 8)",7065480047450053895517589982156923155073329345540*x-15798893678035213089267978478574881933749770099370
"(6, 10)",644028949856598256535500722398333587242754182940800*x-1440092511357157136920607989929268348292250712646400
"(6, 12)",34052833015462139962563978240524251466095316876226960*x-76144449449022492100851399404390556517860109399420140
"(7, -15)",20284340916096080826754844059118524065693823449438519417130560820148125297077900*x+45357165167171194780226031563853828785460654058676665010370961516342331467428840
"(7, -13)",-36445023731668135697225381877353011756485758214791584797559966809698448141978700*x-81493550505603006370331791347833311362142215071362668595439564635134898815502680
"(7, -11)",-2358263666500378019866153750016842068943741604741746380181714121358907273288488*x-5273237867162738830550384937262741278431701641098695275557774473474839640806928
"(7, -9)",78221303347216603876844092470181975125836055522157796456808437741051462722056*x+174908151573008161464340393555483747998363203278138843948279382394523680470892
"(7, -7)",-333639370544171965690976835794109671654279742332853507781333296165143575600*x-746040312507009516177155486951164286827566293039355250796543219772170892900
"(7, -5)",-477585002719535162146183582508205890583845893744417976594134570650946560*x-1067912531115302551919354561253877072361707339259625702285283067672206320
"(7, -3)",77869950682004520132061691934710661916433826617860101640489384190198700*x+174122503129518216647311325515554110419264898121949876509991433195249160
"(7, -1)",17303561721560944395107399965181564411615680638875162701733357476532*x+38691940262273560075393635674561659507099323915490570401810911964912
"(7, 1)",-38857586180620302348984135908472859514351473323472105314222815724*x-86888204141423417279142721500541863811357525301011473818348477248
"(7, 3)",-14362965369497995347044888755513417807592867000020495474699860*x-32116566924673423610328181185840750410381710486838754113032440
"(7, 5)",69982464220041068227766699540793741881340574645211369280*x+156485550427667315997396722214650981631255237874806196080
"(7, 7)",2234607759585794612096746850991636147569394679948100
"(7, 9)",117147778902617997298954492580302799429740282332537912*x-261950397820398900192678884668977703158587348045715948
"(7, 11)",-3531842850825489561178765048030370760800517871520625064*x+7897440700292443888663422473657260622522145277940945712
"(7, 13)",-54581723979097219111344567611827204049489800195943668620*x+122048445146391692281632298790027548844391638121525026120
"(7, 15)",30378750886042801562405648458306889811365225767720021260*x-67928952052723671507686084988918141722940800565569161560
"(8, -16)",-111702868909171518075504665191073031807691571464736166453999165635853659138923556352*x-249775208162655296109261207258054496711808102103561250248935120431159199929146179904
"(8, -14)",-61329296651319622767435243206735055713897113486979969305375578563219460310955842088*x-137136476324600893816333251329087411972662113009757697360307963579926869185483734928
"(8, -12)",-12717453457956723627414581239341198577683274330113742099408174989123024047855587200*x-28437090432680997757951011183368785420950514146146740410695987719430667351563773440
"(8, -10)",-46728326066508593168231425139120060455121189925445228590001224530463511650729600*x-104487713559488573277292469649901845364451226451859412514530477106708698446619120
"(8, -8)",-12453873236815447731882374579113630848670032526964099170891047245591683942965760*x-27847707140684677656325785359318255408353383239242368008505274262382001757331840
"(8, -6)",-17805731677394290482036748682509922190828005083232094539520763499194370964144*x-39814826419774988978906366533194340029638179985718042571809852951249566478768
"(8, -4)",-1000028251121176862690014797249944158680604239915753297934504601231501289600*x-2236131148927181745242918037498997969395646102338361919699076487255492249600
"(8, -2)",3391488136260318634969510072941118782017519104192564965762125278503122200*x+7583598017562141861468532716044894886718877700676817882764612972219648080
"(8, 0)",576537326422484879805090098107457142452299996091995815717616695310080*x+1289176653446661827840102487173965816193528631152639944454849999792640
"(8, 2)",6637303044780860187229372620717384147892936284506405105130284829720*x+14841460795396334098189452471546352855875538455594628688049005955280
"(8, 4)",-1615348251291786030948443108820122840378374015961204011378076800*x-3612028497217148175764867915507190396889188018953169416311641600
"(8, 6)",422828667377297746462746200679099335520617587670973534688272*x+945473762348272765897874194907743138486301338512205640170992
"(8, 8)",83411983803036172278779787820883723162654188138231141760
"(8, 10)",-69982464220041068227766699540793741881340574645211369280*x+156485550427667315997396722214650981631255237874806196080
"(8, 12)",-19046236311160652008526546596375299130848297174785162175360*x+42588679107280056396308115564601698432364140990447851688960
"(8, 14)",-91849542102116818563093209106873500523730579536654715639464*x+205381819842562136664590458745735941233354673134137448129712
"(8, 16)",-167291293411228510028502530436342650703272724806294090628864*x+374074704111369628250053757857724618361187381529757644755776
"(9, -19)",-1031578356373552295871594126567084075952404217843384033999570256675915750395965589589172*x-2306679328968766372087512995412854036158628687077379995121650106016634957457611415870088
"(9, -17)",172624040959096236099367583031843697588041784431849705243459616594724888216379081141780*x+385999090135247177426898710794692917270519544966800071340899351142467435555362207063030
"(9, -15)",72702687162396026765807803429880545461144593038149588003806139888301149852463210729200*x+162568150642018807988082745868017439226531572093174297096730184093107620791142478655200
"(9, -13)",9590364238933742116066821667270113403847539946568114277832705712519250852671023628180*x+21444706367238882601943327978797636236022036855576828609813522944782283654869524262760
"(9, -11)",-282328967746863786122044647646272471635925941160471834472384261605182782465446079440*x-631306763899333063406201486507522426140979247254410745764897402346204498274234589488
"(9, -9)",-43144214335923875796476303721302310065886653566427223661219124791246235811594448596*x-96473396090946733162989744418351173051565457179145739550764553739772566312978428239
"(9, -7)",-356475716396300091207986241459468667277799502751340230208938693780235600393319560*x-797103934190063365307306795985203416586551714276934495090591777649234604828140810
"(9, -5)",2676736785838408609471880903366492605131567955607663930269855680767899976328000*x+5985365411008978053842617324916845805008501445625738531455517163422639265088400
"(9, -3)",26685431091447941653698608654529278741011897313295442555072022497854759993360*x+59670437929364004398142573122141062608866668980923355356604408399056106757920
"(9, -1)",-178868131371855087368912897372561051825166745417419426063666220611874609980*x-399961300755830689025778975783063303493305977548639521146045045068196850798
"(9, 1)",2099430296133355152465378490812093279640845517847084417071195633890124428*x+4694468856176696008333694588559464671270179679727414680860006430166613582
"(9, 3)",-284009782527157706828294318402946054493185856080963106272491912509680*x-635065180005656822784306518485543064277507116907172064085838027536480
"(9, 5)",-1879910912033661279095202092477410937218739478716429972561756246400*x-4203608590968821946804021816121615416864959141900639996253876195600
"(9, 7)",-609724482127195639643165635242608616211117017492042510479958480*x-1363383002024104056097230192212851918077066673711414102575189510
"(9, 9)",288965885468016078787481516572798647018107335284680284090071
"(9, 11)",-422828667377297746462746200679099335520617587670973534688272*x+945473762348272765897874194907743138486301338512205640170992
"(9, 13)",14362965369497995347044888755513417807592867000020495474699860*x-32116566924673423610328181185840750410381710486838754113032440
"(9, 15)",108882848655917815894295991739652743080433684215746965278447600*x-243469451178453845538923323279910677933376328853874808520720800
"(9, 17)",258529609560896314813127358160428254178570820316056115933677740*x-578089781174643716046167396292812841001075133331297290910378870
"(9, 19)",-1544938632087285203638051439251553256539650802574114320260169460*x+3454587802412707522622679047436552797108552152641742134276686232
"(10, -22)",104326248527722181534386379210163517909145050334513842673225130304641772479217658286316160*x+233280583545524150960800377433411968326675360666985144045127745987059437634706758012958880
"(10, -20)",296835331829328783833697021624141458893121028627259285792118234314582324859801389633284600*x+663743980094086163313381762063984627807736108642946073905048894198198356312875253056207325
"(10, -18)",206755292797849617149592769428139222436094049904270529408799864970819458815948781044616320*x+462318889403864428388341481601623417279446470030315888466673804336559166480871761092956160
"(10, -16)",25945784545947756454038693857738426456813012972906237207098163811153330246224691483628364*x+58016537974302699103188054735018219510829041843545982486165534751622011552852718976523152
"(10, -14)",1078591899657269015802239474404534722773502922396639349241474331539688557504668116252800*x+2411804807614285639588795043845913030226909857135232648253184463767904030742864511718400
"(10, -12)",407121690995973799716763265580571424878240410890270696938566047892200636278023528109080*x+910351776181661475822133166763971665559735361374934679568228981295971149958427680463990
"(10, -10)",19792659037865212032328234038445231024453532227769529336545064327369853883789248112000*x+44257731064142198119469194609412199111874123417178035371873566782044376765440863508000
"(10, -8)",-659920788487317428536636738837366317151651208497608845807072198752388601386053074180*x-1475627742822902383116938270557166666975866524633069918008108554943864031057356698840
"(10, -6)",-7142751855171802758062334871694165995224524068344879159319417760300845644290716800*x-15971678694576883761885842886087440206570311336222600246223069569422029569394958400
"(10, -4)",-379060761931025449515703781713010078689549188980150550959123304224037993226453424*x-847605631280637353560232649919368076669654639173730352252052130806421455443593677
"(10, -2)",-2213207703037141378608679744417002194726090747722149493526864732988172036826880*x-4948882872317215884319879072468420043666757578067538949955889294882535180887040
"(10, 0)",-14383743237114993335987304886944293883344410644710173678046989697658242613000*x-32163027649092001130874725225461831725368341063310191248415377804931837854000
"(10, 2)",-16552630819350024118661458960486142757880531385028808842064579690727386880*x-37012807718524695203069272801072100128139123176514192085595838818582487040
"(10, 4)",77934136634478348900790795132750330378299135278595331177542311089662636*x+174266027282452807390783172858856176890228369332175268999669171691269173
"(10, 6)",48790217945282125948990488027083673595951443683647877874584507587200*x+109098244010520772141931065685589013621420180620930369925247564481600
"(10, 8)",167676285767717912013675836587522286932827015133828483625195764220*x+374939993125648618111945392920253567037929151185478925968947125160
"(10, 10)",-132564779140757501672101947503058644754092255310228352541812000
"(10, 12)",609724482127195639643165635242608616211117017492042510479958480*x-1363383002024104056097230192212851918077066673711414102575189510
"(10, 14)",1615348251291786030948443108820122840378374015961204011378076800*x-3612028497217148175764867915507190396889188018953169416311641600
"(10, 16)",38857586180620302348984135908472859514351473323472105314222815724*x-86888204141423417279142721500541863811357525301011473818348477248
"(10, 18)",309646123591455904412745461261917049068125434417122436408101998720*x-692389781319796720768964331642179598591608660616611814450257379840
"(10, 20)",444554084212982850100718268504801293315406756290501525612964924700*x-994053151975395749546672268394424318678253012846076567673608637925
"(10, 22)",156243731458099780509168380054731175963888165331201018649095970560*x-349371604598533443578560316396668883049574450799429465439384457120
"(11, -23)",152688729840697047404469348147159378196559004157396453946294308392731559847996482936291241420*x+341422379321899232991769189583141399767715696729845755487134215769833260582562748201848070120
"(11, -21)",-77863573075883036474808161451284950280665790430800380522851745374271761860612191541246240232*x-174108242368696860407770588626750290464952841405066430443494606296389944201935166500754178348
"(11, -19)",-11553843880530054843526568234869562215421645334614404096051366826141007678972036201163031700*x-25835180318285161547072610096351601730331807812959694052717828810187604128481074777825585568
"(11, -17)",-4431825331752970975724404603536105198309418818572046708110983403440592943178657405217476760*x-9909862706205200310523088252582157902594612261475983447683382553904967639415529989925179120
"(11, -15)",1255244298052455649948095621152727852513638287228385562082203846067809577557952696844443200*x+2806811578814297711704641446522718563011266131450960593988195677791751842365379569481152400
"(11, -13)",-111960593915960961857829226367516795402405459758953880787589985280895339850698514216894140*x-250351498797338087235459265455806755619851891683175352233692200088379962201102048035746040
"(11, -11)",363267031004621701682565702666693418441651497282663353267503322268727527637267221072576*x+812289775310857845272893945615708192012458578118717484104911323178356962445174636967184
"(11, -9)",295898109204380649180721855457431358112941053946675741165014892921249812588398010153500*x+661648286594651343918789348168504819018066043434796336862729901633139547815535643757992
"(11, -7)",-1039492390560503589778980856848890003808412501749279806823580078476536349735791401380*x-2324375647387046744396203875502255526565662311405098313287507629004738099678114992360
"(11, -5)",-79387568608634276008125890548114340568710575064815043712945887107482973374435336600*x-177515999977334639099921466119777613701302197675619926657059780336483403495465662400
"(11, -3)",2523460477176088104418924764134681799654528868118749527174129161049250740977599500*x+5642629165499789546210175451397145268591543181601564602987808886514091146613886800
"(11, -1)",18928001833018070413855949891742783678229627415342199697298113383308256200438808*x+42324298776869028804510807357592564947676097069231549551876385122019692922964832
"(11, 1)",509530031063283342078349453112314769616739598126225620063897792451207263652440*x+1139343786035081001235282273971033485020637776077287330204747326653719589932352
"(11, 3)",-3290334369618229816741740130542599971234512981449605535465690354943428361300*x-7357411319170280641220264281979702966004024248043040751527724073534227251200
"(11, 5)",6144922791863907803993525228426698084254278700028735670183743241549433000*x+13740465079096021191253244412417619727179775749204661992103238102406893600
"(11, 7)",-70972417962314597823658253666918037822324375932289015626118902010809060*x-158699151084300366993567248837091619148467420121155130552609940833657160
"(11, 9)",-33054176362206681383840337900889438972505773068394254646612010552292*x-73913367115253131406551523257968323624533357751793132267282565687128
"(11, 11)",-2433044172696485606255972940847276488335442950965045092893740176
"(11, 13)",-167676285767717912013675836587522286932827015133828483625195764220*x+374939993125648618111945392920253567037929151185478925968947125160
"(11, 15)",1879910912033661279095202092477410937218739478716429972561756246400*x-4203608590968821946804021816121615416864959141900639996253876195600
"(11, 17)",-6637303044780860187229372620717384147892936284506405105130284829720*x+14841460795396334098189452471546352855875538455594628688049005955280
"(11, 19)",-17303561721560944395107399965181564411615680638875162701733357476532*x+38691940262273560075393635674561659507099323915490570401810911964912
"(11, 21)",-116612025963951514285395632299380784469824948450557016943485580745240*x+260752417049366026528413216925606669617866249305733165791305899753772
"(11, 23)",228673581563405736890712969811026876664748230452465665887240505091660*x-511329673034117863225783786768489816607708863456831297024543531643480
"(12, -26)",18012125613306902967759367949675459752037334164288086971976976857549174651177849383885095241612*x+40276337290619325591211544221832769910824282229299401470156643245942222019685187028426060945112
"(12, -24)",-44110543015559685750733891881986407494437769604073213178703357064415461323771295089437844454400*x-98634172707220020941589631212510222079395025460686437704345378047940975012958041894626614748800
"(12, -22)",-51994916864046295408094800342744732160380209212848246269860767366297728536672973119631591716460*x-116264168592457707521824851827197543152078702553919795791445564598551643986944097387202094444440
"(12, -20)",-384962493154425583732173412823167280115157399080918614067966037965731837467624010220464367360*x-860802303481093051195614072220746143502403290727293520953210229841005117894023191828723228160
"(12, -18)",189637529004985661958908212517495564682923265489960287697506429412345057557685792382608783600*x+424042405940235995099649393839587676353200902312956178772652733546262741146390470148464674720
"(12, -16)",-32577949570810571646220449913896478500979484964248766780732194200679487359661734191011926400*x-72846509807892536716806506357278128734736219886907441211456241696848053056797748411583630400
"(12, -14)",22071057943161257569811298012321666213888567836381963622313275417943423206088710285480645156*x+49352385896245261547745731369333784095301885651444994969556919836914866326667301796148363912
"(12, -12)",830631286316165840682938310202851529145321696566278135510470055506314981969413150875581440*x+1857348020441037692188320101896563553675398552980464802138580158868939503910285222520392960
"(12, -10)",-45835157397381043676454192886874284999549727349620777870311509332936839800340782062417280*x-102490527699946354832261332146100432320268843655260476466549940336279814855765153728447520
"(12, -8)",3193769225446215481763486099492344331420095250744792043132459821708941008738309082003200*x+7141485092544588926199684525997407839128269625702629098513438497816046001398787724517760
"(12, -6)",151138638029221550605232522895319548020099098598116106279228229036705373698335474326800*x+337956268660074233562966041988246112326357468094672603844935363547367510283874076856800
"(12, -4)",-2443712901697986275972673205314557127349029226126454749242471575443973958612503533824*x-5464308165689958566338796499485343784095131104573962273149906810414460409386475312128
"(12, -2)",-92574097848419702271889956948347583813864395761312212459721920894050046883454797380*x-207001975744783476565062100310622272252880566052944379066496561187150998220281033320
"(12, 0)",980765492675776596057857117393922745055694562897600983361558339378951737199296000*x+2193058311609108577884052196909331290555452735464404185502634245514995918448768000
"(12, 2)",-2163561427420815116786941952625990066111091925461980198027432490116052411028100*x-4837870425209420094238012515730015977812709957244478832326240441552463389192520
"(12, 4)",185779433914069044541220366158519891427300492379084530770175678991154324000512*x+415415443053288223507782754862896478377842018913667508816057452495446519928832
"(12, 6)",-283070403277920014274148252982864068171580273566768641872296566616208655600*x-632964664148720723338841963808613060854524770985314572553983238990288807200
"(12, 8)",3754370798194142788955342546853491162470223065576971992513964284681207040*x+8395028296111422645810943529497063896513263659057177612781827176085100160
"(12, 10)",-1502532009194666231247172487130170423335018835708384587885044764928000*x-3359456721983588144731481263880802768231438159882910289021745084906720
"(12, 12)",-5563297625005836219390065461019473422044543215483461913365644125440
"(12, 14)",33054176362206681383840337900889438972505773068394254646612010552292*x-73913367115253131406551523257968323624533357751793132267282565687128
"(12, 16)",-48790217945282125948990488027083673595951443683647877874584507587200*x+109098244010520772141931065685589013621420180620930369925247564481600
"(12, 18)",284009782527157706828294318402946054493185856080963106272491912509680*x-635065180005656822784306518485543064277507116907172064085838027536480
"(12, 20)",-576537326422484879805090098107457142452299996091995815717616695310080*x+1289176653446661827840102487173965816193528631152639944454849999792640
"(12, 22)",-77869950682004520132061691934710661916433826617860101640489384190198700*x+174122503129518216647311325515554110419264898121949876509991433195249160
"(12, 24)",-66061954059075410398834958133631176933086744456063402410584913982860800*x+147719020002560775384349725500966235380344980611503904407702347146947200
"(12, 26)",26975777975638193715220331967327141221503582210245149093486455956782796*x-60319673299468666989572328095540950784788231537146717366226391368008648
"(13, -29)",44447665547126112197773667406340295142675788893164350496005285554824644986478425630616394987696*x+99388001604549369135845436048611713565054551025701530990868073529941251988155643017024481562241
"(13, -27)",-3150094999382800190104450603104696362478197357273178667138230460616839944246757892543095269050100*x-7043826554202099293083660101171301591943700816882414173458657530760371878412920002273644902644170
"(13, -25)",318890564260446403317689309683505261303487422190892856259227253174189264204849293502052368279360*x+713060979069623108482990217859197104933734600629676079655698251107461300805651165098680929101680
"(13, -23)",-2264546749366391817337243108521659537966650177834524036788519530291595889240232152074365748009880*x-5063680469809430915152852784884819404110987659921135753852008849321252779550649321387276509316720
"(13, -21)",-1401820634959517584580131287956333823283278666206329749989255842002906062754157374763901776363284*x-3134566232031399471814552921468474898902826832212673442128478881272433712271701496642117304792078
"(13, -19)",-52037774773079453683392515616504475834000087614730328536657455145584323887864576077151872944072*x-116360001790429351713735037248319672474060135792555934113225872053515613886896553907144291709037
"(13, -17)",47389332331537511178207310371646316844904297277711049536217175515906058789781797669065803033700*x+105965768501646475938881477882512019418338154147670672151723567597684036345786431524575103413240
"(13, -15)",1003216992408503603072127451864277259536969530000453867845507806479302012644848761296819886720*x+2243261391208304525387073317287986894739225558873213205762614643954046598977028135656992832480
"(13, -13)",328201214964713296531333393477459311332623108299524687491844128258553230030135816045625988680*x+733880226959120172948155782675414387648629539787556284176519905920479492031439504478705886870
"(13, -11)",34284780690665610045710739097180252721011129959425946062204536399026254605072370652393857316*x+76663100218000493571226154679453836883773401364239509562011602660117973308157392655704227262
"(13, -9)",-1843748410675008611431098834251727615580185090531488856818122406342473316194195288080423168*x-4122746779676518168646475255310202915770699009080805562468228248423298639356757471350978848
"(13, -7)",6667072141182179514143878400493794468458195532459567008000356004832097019111400250843200*x+14908026518578428496022046009621149385521059842705312531943609289132083490491977836972400
"(13, -5)",246011141012903278627971459655114767960308866664121581737832166170338889883581100277680*x+550097634527138198618428820224700807761835107700461694048261626849695454476561068887680
"(13, -3)",66135584757479268240042583363916351383469107517535213850752221603621627977258919583360*x+147883663249422586780736106822520820238476130702436730330297749317646952420150284509840
"(13, -1)",4332125248258821986437341078729485491352905735913730340050558066268450786209329140676*x+9686926542149878414249859004439501155412121210425074937154943419098390941176449301352
"(13, 1)",67170665609334175255413481070793120998761574003729593905218993375047111377764630532*x+150198174396378548152798115645375857596623605694936493153335446997595742519957629512
"(13, 3)",415796917791319313361485840202975300630236180269568145180835845414880098476990400*x+929750173016281700057085742891658830394167361077098467878808927439006233991744240
"(13, 5)",-8523410654455958500449677146023607699778763651930328097645600483471888023012560*x-19058925623509495630760162097758217817699154034801661912692215349932881149798720
"(13, 7)",-35308788460322401547146898320199310749081803441092829127842617313271332473600*x-78952851200485679736648758625159947598966364920770206592717630992885238575600
"(13, 9)",-35448957424298692977031379365905458927553508848609108285887595748617915264*x-79266266183401817783370219421591651068857930728281498146322853671186813408
"(13, 11)",-607262879933257211261661418896976555312990739764787351759574073417176868*x-1358110708029556263068374620762048345850669564786017909046924767960236478
"(13, 13)",-2198184765992823994323708493892644577696472558407976996868359697875430
"(13, 15)",1502532009194666231247172487130170423335018835708384587885044764928000*x-3359456721983588144731481263880802768231438159882910289021745084906720
"(13, 17)",70972417962314597823658253666918037822324375932289015626118902010809060*x-158699151084300366993567248837091619148467420121155130552609940833657160
"(13, 19)",-77934136634478348900790795132750330378299135278595331177542311089662636*x+174266027282452807390783172858856176890228369332175268999669171691269173
"(13, 21)",-2099430296133355152465378490812093279640845517847084417071195633890124428*x+4694468856176696008333694588559464671270179679727414680860006430166613582
"(13, 23)",-3391488136260318634969510072941118782017519104192564965762125278503122200*x+7583598017562141861468532716044894886718877700676817882764612972219648080
"(13, 25)",477585002719535162146183582508205890583845893744417976594134570650946560*x-1067912531115302551919354561253877072361707339259625702285283067672206320
"(13, 27)",-4717725443949837662792478730324225883422185340643286455102345988670189980*x+10549154791852210959492309518035867767933497553299759057873533722311911530
"(13, 29)",66566844084681409709670841177163395875437258635392650249649049747909348*x-148847988420977399295011554992547837355363159943375103081259837023889289
"(14, -30)",-287135815385167222037538569699033309674147797705681232381942414298938176661493246279260327262544000*x-642055201976063867987741951422992117126348427743641682646191794020569754537782974173561966448582400
"(14, -28)",222775938370099901458366194562350416733190878364116382342270227196766387194166479326009349415080800*x+498142141946847082547169259647676561510883150117232955699645916807380610863890258511180150952604100
"(14, -26)",667733642096159562547227991180451127214075857504939137637022822675994313221218606045858601832656000*x+1493097814590527946759616475801399818321574073908990003196062095149004845922402346057942014511654400
"(14, -24)",119432894702682386089282753709237623669366245503651120048857901322780348500891956491272518472080068*x+267060071304772349720917864288414234686127187452997889709378616323994807060380503843973257298358382
"(14, -22)",11052436219562790999346219191586698266602364488180584704202793571908740778481492226476977312392960*x+24713998703923191637138951113181571402232733082233607584013984231406091212072277689649048586101760
"(14, -20)",-4103055760285588351046233077689441112213143858941371644598309508759978654550104941170860094730600*x-9174711595470657479161761685095100617210872835941637988266157917823592564638634754979959370742400
"(14, -18)",-2506848862372798213821302671230961779958241113073586493928688456631865381674534780338560564171520*x-5605484465583591553677596907491108694921741072258090670478175414974356486275042241502395920512640
"(14, -16)",405512684088933895597877786448107623222731538549878997412379682309527536844925270507372291482540*x+906753927361253565287153208746953214987273185503422253674951215572163697398116945608675376502942
"(14, -14)",21029518143491923825898225649992794386695960007991025529520678421775509596259663086156510784000*x+47023432102913118313781383714893256594707818098084733357553335344661917255223335712303323056000
"(14, -12)",3570167720493746640844372183606705656922430914106079341800330097851021231095463172674940106240*x+7983137714099486533498822108141552733495898984528036957903672966783308315702483450804359677840
"(14, -10)",89092226282218049345303490001698014790638300881532114150964505078651389086820478049563161600*x+199216274233832921398446111510471027062598900831997544723251931988332286734183994279730675200
"(14, -8)",9683592076990960344929690701155863951667512706982772815506856796852373349831913467877633140*x+21653170150530164490083747255549279921011794285745975511366977704717837561144559597448449230
"(14, -6)",-93270020189962607848531792676031610013303334241071658049638590669715620987468258601296000*x-208558105407534239312329718441030122432670059362411605115300580205779939895858786972044800
"(14, -4)",3402184950181286793324263610847261107807420162339123493886909895064785316527478716098568*x+7607516820632092726584368206327669877939842860625249507211783007179125699957939212297652
"(14, -2)",857810724381515664781668678536094820515621725555312925893062608038612116981979783442560*x+1918123091545405270257327082998523557646582700083918271623282790045251721753276964456960
"(14, 0)",14205276688709915795140478002484183395053874893468176802502530466448470759696349550000*x+31763964315148491075538660561015696016909809295468621131761854495717141292324978900000
"(14, 2)",1342649957069780266152404836422007469125344770921055756030924129806458102990853758080*x+3002256573995203021991879658383943827068677330343259496691686948636796774988039644160
"(14, 4)",12935900858023489061590011939397316823022712932323071387255852200098124754962207960*x+28925553668738377344255209262568095683515554350875430777021908731222491637189413772
"(14, 6)",86426132366247264125379737615098409593203916982270364010231460568460909858300800*x+193254707003324258123963711013004308400970947677753225315443060753229498026803200
"(14, 8)",1607617424887651869754537584831540298517701546534731922318733880482756320524780*x+3594741843797094249886435328069205530988504629740642693974868283145544899702130
"(14, 10)",2152121130192563862942500205432651960897489101338019175573108078971502259200*x+4812288546213554385622976401527475763268230502079288244610899517453213811200
"(14, 12)",-4181148853053162947877805484780519093329975153859828108072534812986943680*x-9373244879225994998764732074640976959060772229780646165450520899854393360
"(14, 14)",-140848858296163629233217528167371680101682070552254961031124874779184000
"(14, 16)",607262879933257211261661418896976555312990739764787351759574073417176868*x-1358110708029556263068374620762048345850669564786017909046924767960236478
"(14, 18)",-3754370798194142788955342546853491162470223065576971992513964284681207040*x+8395028296111422645810943529497063896513263659057177612781827176085100160
"(14, 20)",-6144922791863907803993525228426698084254278700028735670183743241549433000*x+13740465079096021191253244412417619727179775749204661992103238102406893600
