numerator,-31622993*x+70711162
"(6, 10)",-104347806793688079927281577300000*x+233328789293700943262950892250000
"(6, 12)",21383982590103906119376742184835240*x-47816038701144355742879758854389730
"(7, -15)",126809939525337879910131294451576891636518702957217500*x+283555645001292914549150516873471665970372188407843750
"(7, -13)",-58468020843934264077651649879939163339756862195021100*x-130738469116911636984333439537270408899545138528174160
"(7, -11)",11576619773626795302747265013862110868300491829263136*x+25886108763497741407712552247925723176635469649444928
"(7, -9)",-383852733935522079047281761570481552676677705474728*x-858320806428967745093555310829159976450416394379618
"(7, -7)",49059038226087226747741349725915939555512174498200*x+109699344384291735560504470182011658426433568055150
"(7, -5)",-109595393877892538809538288813468799876088665000*x-245062750731832002913313992356895953950691450000
"(7, -3)",16242930351491099951735266675446733308582746100*x+36320296419728652031747756087582269091791019920
"(7, -1)",66166944339497532997673758747446270051423476*x+147953785406561406417077982779857153107663078
"(7, 1)",-1848275406935787644011681977542382947176668*x-4132869451049492655383727348152238360937018
"(7, 3)",-3616672057602386806196935432576145861460*x-8087124569490992032099286085139761885120
"(7, 5)",-466745035806985421907776407834215000*x-1043698134164670893496807533730150000
"(7, 7)",10969784302911067456519547987556350
"(7, 9)",19192443418886540205834256858991616*x-42915297798304153263657874184368722
"(7, 11)",-578823066747913429764451162975506208*x+1294287724193204411334961129441732032
"(7, 13)",2923361032264788308665705839766632780*x-6536833990918022644501382763342238240
"(7, 15)",-6340410199649957504626705332281482500*x+14177588211650318274299285602832043750
"(8, -16)",-98441748459600310424622430007654447085752172242179524096*x-220122441379601503936369366858203769272508502627975994816
"(8, -14)",-2517464122872414319824363676318054306092283380723719456*x-5629220909659601546926886511762930145869571077966136128
"(8, -12)",-508901505893646802213007467700959265383049254197904800*x-1137938361030204111309715771186762612430407823854139520
"(8, -10)",-9335138071580346294475880469081328483014773350935000*x-20874003307399951954380988522744865486011671395250000
"(8, -8)",-3399713367507148009499924132723793141182061970032640*x-7601990193760707694466679109825843192430855033633280
"(8, -6)",-304007336451547585148685617787087636144861993824232*x-679781069964310101633937176917921472618506702894832
"(8, -4)",-962242118494006271527239052550746194219598912800*x-2151638787766005586473458804810005004489365062400
"(8, -2)",-406144510971896182004285782750372984084396545200*x-908166735221569041397034112291352255304989712160
"(8, 0)",-348902317405321070904585754003013321256480000*x-780169299225506037361415370796552051923600000
"(8, 2)",-52730334137317291812510647549992485045898320*x-117908611607410010030960365385057440248614240
"(8, 4)",30562651893695684695667687528376978682400*x+68340166991805293218248687711433813334400
"(8, 6)",645557471757235689134327566768519352424*x+1443442413055437724828959763754726356272
"(8, 8)",-760188615223313214926642931181611520
"(8, 10)",466745035806985421907776407834215000*x-1043698134164670893496807533730150000
"(8, 12)",25444727050964675441862687987298918560*x-56896139355369394546830927727428257280
"(8, 14)",125871483431500045001046639966492288288*x-281457193381572594062274063046497597632
"(8, 16)",4922020058844927906408026925170169637632*x-11005971438194773811322611737658942153664
"(9, -19)",-30922013578731759830269449158910691463572069024092335536284*x-69143724363215760208195162597353175617785247997375788829728
"(9, -17)",-9277679374500732756221953101650929787728270784685338266020*x-20745521754831367437186230317983838916976022270377453299910
"(9, -15)",-30316915023030687860335665869862048963059180743962525000*x-67790682859581220368202454751546240513550244219721187500
"(9, -13)",-72334431111392646443305806701705676904374895982987361780*x-161744705078849619950252277839809641980773806906581867280
"(9, -11)",12911022133389362523831841505985010483554267846690286440*x+28869923149262971844363071363281878999736087941791648848
"(9, -9)",-558781892897803850203922667509361823656847948166892132*x-1249474297115496355678633179100758086391044704510890789
"(9, -7)",62934816251050953299203554880827047301382050609676440*x+140726527288808401975351453955739141001242696853982370
"(9, -5)",131639292504356005263826155177054886784567753325000*x+294354406549718558414355554559856488011938878750000
"(9, -3)",31484150664244257821238583992639847868580817152840*x+70400701099095317922469359213394923777346341678240
"(9, -1)",135288814717777457933702832872598740985151210020*x+302514986304324430969137799013552920036898817498
"(9, 1)",40409724213038729898711984162311638734775818756*x+90358890292373823834759988169696288448078023322
"(9, 3)",369626872841734813293723772792951413890332920*x+826510813991829881453283716418118167049464960
"(9, 5)",-207225378802108144074922272802884380925000*x-463370004229619951356456865119694835750000
"(9, 7)",-18476341513531670578494606838764128734320*x-41300283139628887192854764306476898791470
"(9, 9)",-124945719669689216287383758845383112701
"(9, 11)",-645557471757235689134327566768519352424*x+1443442413055437724828959763754726356272
"(9, 13)",3616672057602386806196935432576145861460*x-8087124569490992032099286085139761885120
"(9, 15)",1515825005149040372184814303130952975000*x-3389487753507223346599634256767694187500
"(9, 17)",463877619966949108179174876718452402699660*x-1037261891486911954042453262789506420322790
"(9, 19)",1546079518862407131077254980485688948841980*x-3457138902796510668294975129680359907877552
"(10, -22)",588836509485317064464620033725526735244854196948604194022560*x+1316678462842868659851285633867721310905964141276217238698840
"(10, -20)",-804510008963819168502462222503278825531220452291846453125000*x-1798939068622064807445291590515406747903152498129841580078125
"(10, -18)",-43347312822702955580173660107665782862397826506114836269920*x-96927538113512097871891968550657988236294572503912549095680
"(10, -16)",-36966014058938292052994181431926349390944599388119521437828*x-82658520292998938422747890726051409868480233713646884146682
"(10, -14)",611261402690706152604662418487275494100037506467696474400*x+1366822048438291814233594455603165596053544680866070105600
"(10, -12)",-369468952901327973182700001154441435905432643100511688520*x-826157694263037497411320235633526785330641735552845240030
"(10, -10)",-13240287668387691295278964154823825131087504650937500000*x-29606183268167071080488553151273560224901690378046875000
"(10, -8)",-2703696545683299023909143775217775206471800568361233420*x-6045649266679222206828181319432187767648793236462143930
"(10, -6)",-152688148618150088521616625854799497214273382977741600*x-341421079668774177366046235484333533958435176964320400
"(10, -4)",10184405487728196976503710978350411911779220299804752*x+22773022980982148665927165856209209476611618748561073
"(10, -2)",-41431366683189499370309042130270178667487895898880*x-92643352304331713898416459210867555811256529400320
"(10, 0)",-5734631109557622134470346584010027097744140625000*x-12823024986855888314704885540823314347583007812500
"(10, 2)",190523143680688398407304870066464902812453518080*x+426022700556969480924646951633206151273911544320
"(10, 4)",-2690200647210019578242678475361759942675043292*x-6015471517998262606468030544005260450301287623
"(10, 6)",-15085426466740555761019595231029215276890400*x-33732073190847047908235792625687210070419600
"(10, 8)",-39545140271233190367900222074073085964380*x-89030178478779364212340015867325144964570
"(10, 10)",-2960577807525647909284650722433671875000
"(10, 12)",18476341513531670578494606838764128734320*x-41300283139628887192854764306476898791470
"(10, 14)",-30562651893695684695667687528376978682400*x+68340166991805293218248687711433813334400
"(10, 16)",1848275406935787644011681977542382947176668*x-4132869451049492655383727348152238360937018
"(10, 18)",2167335978372322390686323804827445461953120*x-4846310577721526871586843643993393058280320
"(10, 20)",40224949918341872920900268094498693414062500*x-89945722408937042484390843320650959533203125
"(10, 22)",-29441422530770941943003493181252747764480960*x+65833022133097720029384484890647693020363160
"(11, -23)",37141633843203382966194234233344665481483369236169652974209580*x+83051218068809529651409509752362205944616422665052836908976240
"(11, -21)",27758470906917796806142157073445301947911694923370566977642544*x+62069827899318430956958679683720587963389185333512189061101678
"(11, -19)",1323356998373908187169102203328719931581682282029492591542860*x+2959116206864137362125202625966511706560102009264294529107302
"(11, -17)",-1054621116387044275320570206385253206434985645777804344302160*x-2358204506748148409311283115892914879560804252393326129414560
"(11, -15)",-4144564167285931862743826122777517157724698385299791325000*x-9267527215161153707801604503976898622606519850258242250000
"(11, -13)",-793617326486051803386022891411170650928196772101987197060*x-1774582290144456137384109848975024072520276958858722405530
"(11, -11)",2276329972944004973649869557139388058770094044475126715328*x+5090028558723052201811988884022004416354220216834039454256
"(11, -9)",144270087538072947704022146352307845296115723458882462340*x+322597722854976389902537983529824766859863436725027419552
"(11, -7)",14324420273278788456420422132356633347401841355716418020*x+32030377469327485320378383983111240985090629436341297120
"(11, -5)",-64975902032839157737681351200756069895440734506050000*x-145290533844795129359793281160701598146933895172312500
"(11, -3)",-66558203600985510243661539463586444144621529033333900*x-148828667712074889467259019711399733937393098385375450
"(11, -1)",-6163223709505502409269302826744597784440344795788216*x-13781387174992720140856047274687213780353167198611472
"(11, 1)",37937491823930427088542847115639810054560497880120*x+84830810614149539689975532683689596908420798300752
"(11, 3)",3911087248791872393432658909758306505892969697700*x+8745456954216376242445651455477645725179504978950
"(11, 5)",-32882429296910372545911648708349646305861800000*x-73527347187751062983088519516025319402117812500
"(11, 7)",-882912196394563147669690343124890465552119940*x-1974248486307978062491360221736112078741561520
"(11, 9)",34290170739458595192001241413932061212867804*x+76707412064278976026361322514229038999056528
"(11, 11)",508995889613034228983315429716070373910704
"(11, 13)",39545140271233190367900222074073085964380*x-89030178478779364212340015867325144964570
"(11, 15)",207225378802108144074922272802884380925000*x-463370004229619951356456865119694835750000
"(11, 17)",52730334137317291812510647549992485045898320*x-117908611607410010030960365385057440248614240
"(11, 19)",-66166944339497532997673758747446270051423476*x+147953785406561406417077982779857153107663078
"(11, 21)",-1387904550098311861351142897984547655293285720*x+3103448920301087748665100634153177788147449502
"(11, 23)",-1857056275971623745895118977308897120075476940*x+4152504071115160011271469211832467923459018560
"(12, -26)",-2633881370328025375720955371193044996345369585923115956150690564*x-5889537788723762298747043719482857626517579133592535407049209072
"(12, -24)",-140775293225003183351417612415843217692769021822561965273187200*x-314783125203572715078001204478697624530006333540240535243841200
"(12, -22)",324863053135044387518754779841472346870982374434725778095824340*x+726415870188085418105187138790215738998959374333587484534566880
"(12, -20)",-6978141851588980062717568046830764511645817339933138893920000*x-15603599536789208281840010869674307035145750167841945357200000
"(12, -18)",7392638633189301564273499250311861187038909677508478997948600*x+16530442516902411225012388553763070723839982984133904412652640
"(12, -16)",-301712811289781934297565294815620024302769188225722400552800*x-674650355726518404953182163551311481782007326900716882048400
"(12, -14)",685957070972931666492777784778418033062012467798180937414652*x+1533846640342123009505031819467372284539357891151014505544832
"(12, -12)",23534828057953154999160146026206064307525275363783855818240*x+52625475376352614629865974082547045426328762206728473924480
"(12, -10)",820620277538350398857945889030481781642601013419779160000*x+1834962724290495275669534158240197252354903405806414400000
"(12, -8)",456837249937422406940799941470160168948738501803789147200*x+1021519145514138048537211419830863285309655822017323821520
"(12, -6)",13978163116592016583097066405361901259329270047347904600*x+31256122929280067555715643206233903520668953338837556800
"(12, -4)",7246808233786216816770908669339615652116588223118317312*x+16204355830651168975078842569061427384444445798783020032
"(12, -2)",956011948561289027447715341744464098781818542207024820*x+2137707704285074537899469948851986498675240315253569040
"(12, 0)",-498943048129365051564172638103261140913921761000000*x-1115670572518209651261173616799774859893616332500000
"(12, 2)",1105394916237054526784359629987432303848671908600300*x+2471738174688953725588499138613001468834301446119360
"(12, 4)",85078206304614379323167045073602401534693946777856*x+190240652702489345243921722741429158265140933193728
"(12, 6)",-443973221744147987454936862273305663996685771800*x-992754300883933128091736254982539174621946560800
"(12, 8)",-6317309839817616914999371790537965468091228160*x-14125832086244008028779054081197473875624428720
"(12, 10)",-8963556516713058007102547419076353468440000*x-19859627930449212382452075975396564084000000
"(12, 12)",5262475513932152259625002570048284484712320
"(12, 14)",-34290170739458595192001241413932061212867804*x+76707412064278976026361322514229038999056528
"(12, 16)",15085426466740555761019595231029215276890400*x-33732073190847047908235792625687210070419600
"(12, 18)",-369626872841734813293723772792951413890332920*x+826510813991829881453283716418118167049464960
"(12, 20)",348902317405321070904585754003013321256480000*x-780169299225506037361415370796552051923600000
"(12, 22)",-16242930351491099951735266675446733308582746100*x+36320296419728652031747756087582269091791019920
"(12, 24)",7038668328078327101499151538992170801438782400*x-15738940852657931086208614558040008136189194800
"(12, 26)",131692266139429994808563061882060991219763125092*x-294472859198759266137965926458005439146382031968
"(13, -29)",35779046300883226215320553151452608672467118220061480264501057872*x+80004379698887287645053391492182486684494481943893751009752428161
"(13, -27)",-18332757006086983976103991283989739258494508693571914127925002300*x-40993290880596022003893633445130072909929783078006019243907218310
"(13, -25)",-2191937876618520607192783818240523670258006904694491999948585000*x-4901322094575558940761318946297083892998540037975694704507950000
"(13, -23)",-8123001391572027557896857488659060549181248788860023960179103920*x-18163583292880440910599755395086847448709895441600386074499478240
"(13, -21)",808205545435203913558977966582675188603067182703887040505313388*x+1807202539385410803763577911694432538583776787545039690918311418
"(13, -19)",-53804749310697287018405009370860577558642252023567842836054824*x-120311076971054086365998344368144255540666703653455340151736367
"(13, -17)",-17658471279107242094511975573518296364357249455773717923283300*x-39485542158811455195959757178223197677820049706264782039663680
"(13, -15)",-178452963611258705032628654491997247108069162341598755160000*x-399032957421070819492537978624551045033384810032520566400000
"(13, -13)",-205274398154743831462494356237923987152160760088776383483480*x-459007508314364601305903965600950859546517958043753670911710
"(13, -11)",295720327758591499381154430191063979448706943667703807783148*x+661250755196728611223102516930858123007735826979192455355418
"(13, -9)",40160193377485509459239266837951734655517653052702709935424*x+89800922381594471339202700986645563597906246358721374463872
"(13, -7)",4392150219285468232066986621483144413515721677998222305000*x+9821146457712914759855957503554680535059637515979223479600
"(13, -5)",-27209785171802215977462308414441359376575777121843535000*x-60842929297315548795193087682512166941285177047819787500
"(13, -3)",-32099628826816070083428161779229778585177172970316039360*x-71776952109272556927780573560104092400592061373008533520
"(13, -1)",-438158773149850056540321789436197122961396785965811692*x-979752801700974439551933275182759354632522825667414032
"(13, 1)",-293192329905360684178839885522813150510801226352034036*x-655597980149931070053952186938274462131752907641928928
"(13, 3)",4304134592236043742089074393900149593522867097110400*x+9624337532540954761038161823121574705144246081566320
"(13, 5)",98383002930513512358079467614782355416707391665000*x+219991082377105022656612999946191269903798337012500
"(13, 7)",-24701722977658752984299161574727525498217178077800*x-55234730757312286148597055243658029925663941775600
"(13, 9)",-218772616244599800931289439535241597715612148032*x-489181461569064111251811765494322088252109058432
"(13, 11)",-10532249246321725170407228181437652445720123396*x-23484701100220415055344015455051488474002782278
"(13, 13)",-45900122629595672877187215087607656707089390
"(13, 15)",8963556516713058007102547419076353468440000*x-19859627930449212382452075975396564084000000
"(13, 17)",882912196394563147669690343124890465552119940*x-1974248486307978062491360221736112078741561520
"(13, 19)",2690200647210019578242678475361759942675043292*x-6015471517998262606468030544005260450301287623
"(13, 21)",-40409724213038729898711984162311638734775818756*x+90358890292373823834759988169696288448078023322
"(13, 23)",406144510971896182004285782750372984084396545200*x-908166735221569041397034112291352255304989712160
"(13, 25)",109595393877892538809538288813468799876088665000*x-245062750731832002913313992356895953950691450000
"(13, 27)",916625305115556729496254756932854682121338871780*x-2049636492134870570318096885063220305301830635590
"(13, 29)",-1788927831280452990819479756573619994430918950556*x+4000164237584367536518892726318493987818875939209
"(14, -30)",41740265231771621772743956101332472284397551486210393399235300000*x+93334070457112360911614257504410519855148891222273921349336250000
"(14, -28)",981194193234504011826962480305766964337343194473936628420651239600*x+2194016915200415220279416911957583446559335761684703226526204380350
"(14, -26)",-19245105760143806861559954932061497150931107846565799961926036000*x-43033364713854315003231800165767146487105080335547851907788361600
"(14, -24)",2705813326362251871421203136095365518284589219746969614770418316*x+6050382532170818932215760025777474534966050170368990616814369722
"(14, -22)",3810515024668109825306973467717219761712607778510493509769583360*x+8520570624442181580829457088835003838924491925722616598838945280
"(14, -20)",-657657586764588969164919448540777395194039709802015475346450000*x-1470567069924086917147380522675844662413268848178853913548312500
"(14, -18)",-126347469168282176794091760315603721794565774525285173201593280*x-282521529845337762886804287517916100354672485852373440098309680
"(14, -16)",-210352147544509221440688747659740655007135997110804049674658140*x-470361701122588088205013883655507836673689801699727370802103302
"(14, -14)",16148081729534658867928518812801985383624234922536221638632000*x+36108208453461870671388684463660644980505870574207270636914000
"(14, -12)",-2734188514151183033031671349739051218787297845170917290792960*x-6113831380941190964240922943385974363110237416982021486522480
"(14, -10)",-36073992510103483640844595441764117137130116131433885400000*x-80663899472409658490327394013744314499430114987870502000000
"(14, -8)",77270552990830647828143958906345944894143883634112765038460*x+172782209146497012459333452219963177216121220482995618003610
"(14, -6)",5346459619413066711956604574668815166932710548089097036000*x+11955047147965271440020943121668132749966998641650687139200
"(14, -4)",3101402073460671898445514680911236540771055146694231488456*x+6934945861816858801774565414638662666872245451248975075822
"(14, -2)",21779253397992961619153728579882355857732516047685441760*x+48699891097105543855747031084664205986712695230299739280
"(14, 0)",3477599018719753601931486670287630201444123347063625000*x+7776147804343933502012326530152271988321737839305312500
"(14, 2)",-608371126077586120602272203617016658531389089729067680*x-1360359193457572692222366115472765769752122344821933680
"(14, 4)",85253569098484458452138873131978589930847978692656720*x+190632775829380197289496632159554743404464293348887998
"(14, 6)",-1190449672208047755597053071648248053547184760709600*x-2661926389654048595230029764964329401740966264691200
"(14, 8)",-311060031399108634716515756303242693970927803014420*x-695551358013641479741294906639635135838355609698310
"(14, 10)",-153631976035313901445327162724629725915503400000*x-343539608212130411052074409310808352049914000000
"(14, 12)",50667650141973971086509135836481682620192502080*x+112684935206981653884764755511246779863394340880
"(14, 14)",3610771427324461681037305256301753166777826000
"(14, 16)",10532249246321725170407228181437652445720123396*x-23484701100220415055344015455051488474002782278
"(14, 18)",6317309839817616914999371790537965468091228160*x-14125832086244008028779054081197473875624428720
"(14, 20)",32882429296910372545911648708349646305861800000*x-73527347187751062983088519516025319402117812500
"(14, 22)",-190523143680688398407304870066464902812453518080*x+426022700556969480924646951633206151273911544320
"(14, 24)",-135288814717777457933702832872598740985151210020*x+302514986304324430969137799013552920036898817498
"(14, 26)",962242118494006271527239052550746194219598912800*x-2151638787766005586473458804810005004489365062400
"(14, 28)",-49059038226087226747741349725915939555512174498200*x+109699344384291735560504470182011658426433568055150
"(14, 30)",-2086984698535713129122625986539272934452176700000*x+4666639653927760367781324970281801533931728250000
"(15, -33)",-8553827171348988741944200660462725403837142623160445678534251260920*x-19126939022921080302299995656360805538826067982222280021821196140130
"(15, -31)",-7677159749015371020704403753469583769195427247016742541526742972368*x-17166651072923593760416041417717705796683403978935849591149154977682
"(15, -29)",-6080229943609663330424373440288463382198172787648844362707210666472*x-13595807472740920238527752041450026533113726035339434304820463421968
"(15, -27)",629691631301687642555939840521084855898291010691388842187656210440*x+1408033292453307952815627294636768348383796361526525954138926253760
"(15, -25)",-114694191906269913974734214883192290655901503506157988388671875000*x-256464009726825715510178109070379151389414388821577549536132812500
"(15, -23)",78222815540322099122975852031005608300722528330048707758543016700*x+174911532939587155345474461746699500804068562816557504531216788550
"(15, -21)",-8879585947723977759402175414668168206289046134261148698544915800*x-19855357791162708267911546604203467815056002990092378656622019200
"(15, -19)",-4375472048355726710912502575766663673795522909925476028068759872*x-9783852933773651849529517361764757204502859699861869655955530368
"(15, -17)",1010632683356286787563730974445269164136915777300371280141041280*x+2259843380267677569295287794633991450673003358707146630044703120
"(15, -15)",192337143825073327562970988760927656229439229428452456953125000*x+430078928191017880160931849280945468853444179933856931972656250
"(15, -13)",-123893226413262358799968027537916901934569317794565138878295280*x-277033676211827086628330065656127811722751156459003922525781920
"(15, -11)",-7632858425254099032785990408737028136836612772265529219144268*x-17067590301500162930291375805889772361407424683866015225860432
"(15, -9)",2218048666062667504190194116889789853019152305354725839146200*x+4959707594718855350750439650177461806484416722896172761200300
"(15, -7)",703739009482358349385670811155610223153034457398381452699140*x+1573608263620922357400353167571105208206224797995287747574310
"(15, -5)",59224158940198684954093188900997861478058352995351070312500*x+132429245300536161860325515143717298215756142720504156250000
"(15, -3)",601859335098899180961970962925724474342891133059516036160*x+1345798386173963680251837089588785708089466130962833018240
"(15, -1)",-1241036247554082880101187162342730500034925223298633572968*x-2775041412072186426104965695027730080340898513577056032482
"(15, 1)",31712639063978753604767216433231661929307863027459054528*x+70911616692971517893769669529205505753786577519929019182
"(15, 3)",-2767664737044191797728227251840792213524639979732330560*x-6188686490959758653439096884601751757990365856855226240
"(15, 5)",695297163934880335755110025378546567099364243992187500*x+1554731723134450333872369811318534740087817279125000000
"(15, 7)",-15317540544315117743157564909188056355748090237234540*x-34251061747839060413293448805303575230898621484714810
"(15, 9)",219140845929170715924359948066834945389389988627800*x+490014324108405355970791665908921066431233540854700
"(15, 11)",19829625136651937596308889937910949834603738110828*x+44338683038220997918036105705466382019667440609632
"(15, 13)",2736411363842053770165966748149958465600354026480*x+6091098835483362608590352633026047513806293765920
"(15, 15)",43007304209178247575269488147648409786191406250
"(15, 17)",-50667650141973971086509135836481682620192502080*x+112684935206981653884764755511246779863394340880
"(15, 19)",218772616244599800931289439535241597715612148032*x-489181461569064111251811765494322088252109058432
"(15, 21)",443973221744147987454936862273305663996685771800*x-992754300883933128091736254982539174621946560800
"(15, 23)",-3911087248791872393432658909758306505892969697700*x+8745456954216376242445651455477645725179504978950
"(15, 25)",5734631109557622134470346584010027097744140625000*x-12823024986855888314704885540823314347583007812500
"(15, 27)",-31484150664244257821238583992639847868580817152840*x+70400701099095317922469359213394923777346341678240
"(15, 29)",304007336451547585148685617787087636144861993824232*x-679781069964310101633937176917921472618506702894832
"(15, 31)",383852733935522079047281761570481552676677705474728*x-858320806428967745093555310829159976450416394379618
"(15, 33)",427685505144708542364668679142495070103433503264720*x-956333862494904331354861455245711437653033441956370
