numerator,-5473*x+12238
"(12, -14)",47420610787068939513662754780423269208*x+106035709254445954013394393950294275092
"(12, -12)",21617056550946139572736702433888236800*x+48337207921372714150596653176332062400
"(12, -10)",4709457773694804066323536701984771360*x+10530667719146403694928513878164326880
"(12, -8)",1487558951966985928038294369263208000*x+3326282937136498666630179266326346400
"(12, -6)",738675773535245060123028425599686000*x+1651729242957076895981713427073762000
"(12, -4)",27938689859535109470767769302449728*x+62472809729482655791479772566431232
"(12, -2)",-30695787605973093319083297155304600*x-68637867710681775262849281101220300
"(12, 0)",5666779472312483478655171002000000*x+12671304071288173362284301612000000
"(12, 2)",111239170046017255088418854475000*x+248738575129873769852876817362700
"(12, 4)",-171210594100310667254555792938944*x-382838735440801642494808756931328
"(12, 6)",-3856142509049770038999459522000*x-8628111050348439253241233578000
"(12, 8)",3534298158198307256450759044800*x+7891826197079435388235123010400
"(12, 10)",-110016557402392793371725295200*x-281160950986508189216056621920
"(12, 12)",-161372923160070111172691601600
"(12, 14)",78254053214429901479029739496*x-179016978130624811033578411668
"(12, 16)",62648203611263566643812836000*x-140086584397220384383500546000
"(12, 18)",48483675383255985355906251600*x-108412477781676108262223749200
"(12, 20)",-97301552342456106419619723840*x+217572884627622479510927495040
"(12, 22)",-65255755256443013668958907000*x+145916304676655673148110063900
"(12, 24)",14994201689487712429146864000*x-33528054246036718994930052000
"(12, 26)",-504007389789026915855956392*x+1126994784730497572867215452
"(13, -29)",28801066117712377943103099342682608*x+64401141663670836906325975923999361
"(13, -27)",42024051202437912875701280300919967500*x+93968635178582949104421628439261812950
"(13, -25)",199306282031025402708704211492060517680*x+445662394964117649659189877690318997680
"(13, -23)",-118524395808043732522022674322318187600*x-265028606018876901106031262746787305800
"(13, -21)",-1057424809872695406902091466813927411092*x-2364473755970137670750554079185613394318
"(13, -19)",-386193595841377337304430819421280969416*x-863555132776399815540679707628386089757
"(13, -17)",-205883349425466409692624854946646071000*x-460369164750685163707326628205939722900
"(13, -15)",70617580472546042945731065055850196960*x+157905710343174673453224757722665222880
"(13, -13)",131082398865353824212580899235733090600*x+293109154516672455063159766959607574550
"(13, -11)",90002196571978118614909712147666642628*x+201251029659241610516590469446751585342
"(13, -9)",27654007862564551532695985776597736736*x+61836241431007754773114418172930824352
"(13, -7)",2085253510079452723765089051659606000*x+4662768598859527240763977712309574000
"(13, -5)",1829198239631408415236550578206961040*x+4090211608143512847904517092218871680
"(13, -3)",177948054512960956495551669144679200*x+397903946258219910726451638869319600
"(13, -1)",-175532166320585358904575325509623032*x-392501856041151323399998272598884948
"(13, 1)",-11986041380279070897171850803031944*x-26801601997068828603250757862337708
"(13, 3)",12940129473794417832162158026188000*x+28935007812657536929781106776043600
"(13, 5)",-634119854904232083397451180548080*x-1417948756548076585626544338505920
"(13, 7)",-244878320791148098855694086818000*x-547580138076416169904291886446000
"(13, 9)",32758314755904579461673954280608*x+73043379412122075957471113682912
"(13, 11)",1029501224185414453571630030876*x+1630161677842694591776115706882
"(13, 13)",-978539785464481702854564350950
"(13, 15)",110016557402392793371725295200*x-281160950986508189216056621920
"(13, 17)",-343745590525812561810247229800*x+768295896637486119112049678100
"(13, 19)",-644652243722126606059440820188*x+1441477467175430342922909520933
"(13, 21)",-1765097122532006351227847524524*x+3946877123479498150591562295822
"(13, 23)",-197845811106638828461525558000*x+442396682774666477241821152200
"(13, 25)",332690268207350492350372352880*x-743918055164273476151182606320
"(13, 27)",70148279939927467582826640900*x-156856322450362681499504642550
"(13, 29)",48075927731509211234387284*x-107501042489021854447262409
"(14, -30)",12834641116898525117973393117496980000*x+28699130004198926962165863012278136000
"(14, -28)",467024397106631135850813950154883944000*x+1044298299081283318872742264248355891000
"(14, -26)",116190620264682406107685928112386060000*x+259810125259694467200384919071292416000
"(14, -24)",-2358664798371280698513141814737924188316*x-5274134825294018889932415107897691178578
"(14, -22)",-1840397184889919338060362445120662436800*x-4115253211013108452258245660409516633600
"(14, -20)",-3398403385624393702139561714300484078000*x-7599060985221575903771793950100701544000
"(14, -18)",-2115820618696861174044537958173979886400*x-4731118731601844086351852661499795957600
"(14, -16)",-526745814857382438913615141371500027700*x-1177839448884625823467749257026257431138
"(14, -14)",-213970516505237107599554473826756560000*x-478452620086450911246422211809765580000
"(14, -12)",93853748431630550945418374959046524800*x+209863361436289941136510166757398679600
"(14, -10)",140344697491995579990364670320863648000*x+313820283873746723403190065934998672000
"(14, -8)",76461223597369467484866629430242257300*x+170972493606536722090339820041812055950
"(14, -6)",-6428436382418076010811847603442860000*x-14374420740152460037588006196144352000
"(14, -4)",-2623105307818852878113020649229567696*x-5865441780493464375149260069455686648
"(14, -2)",1323487854696306550216806681230367200*x+2959408811429788992211102814400758400
"(14, 0)",-402864393822727052385797375352150000*x-900832167294451611017246168382900000
"(14, 2)",-125046753273508911419067548738522400*x-279613050565144829301047725156249600
"(14, 4)",9376826134775312343321049445943760*x+20967240232228992381201655029962232
"(14, 6)",4394878944746588825404639421556000*x+9827296062088127069078917925328000
"(14, 8)",-1015626699921937532003402195970900*x-2271581129468589831661201828417550
"(14, 10)",-47911139715865294118224337184000*x-108180248812721185056514700688000
"(14, 12)",32864032226394192747045281486400*x+72785584911610093325128032747600
"(14, 14)",1597305703352516191219258220000
"(14, 16)",-1029501224185414453571630030876*x+1630161677842694591776115706882
"(14, 18)",-3534298158198307256450759044800*x+7891826197079435388235123010400
"(14, 20)",-5672765855150615240478348030000*x+12684642108391347106946426496000
"(14, 22)",-3072066737017019143907588862400*x+6869350808041728962706659078400
"(14, 24)",-3937180589453051070788632539780*x+8803803424533133446455337581202
"(14, 26)",193950176709231867012401772000*x-433685779366758027652115824000
"(14, 28)",779576390415002947848028948000*x-1743185802621862089251160939000
"(14, 30)",21424112436462835773571092000*x-47905771765529544874348104000
"(15, -33)",-81656922743191688711945415779274501600*x-182590430087225218528860644423194176600
"(15, -31)",-3823031557390009517347554772180115304528*x-8548558442450949762896736463450442260488
"(15, -29)",-3927974622027507127911646143498115582128*x-8783218268747548745708541304706843435328
"(15, -27)",25373090753980112040347574898996185550800*x+56735955725170923153187475798199145834800
"(15, -25)",23883212347188694653963388410356963022000*x+53404486329376229540435894230959538764000
"(15, -23)",21655425230082811096092247143850772787000*x+48423002896129189351466818856068264728000
"(15, -21)",2310855622090387412170767783795831402000*x+5167230257181670921698145424512706322000
"(15, -19)",-19597019580522144397737095348469933446688*x-43820267938441928493479067794953463035488
"(15, -17)",-19594152488973870930641394378397246214400*x-43813856926842273900428203180996049192400
"(15, -15)",-3801286555442738568185456617962824340000*x-8499935139925986670379197118855449995000
"(15, -13)",-991350119222449150258089182739975260400*x-2216726256083917458044302450119307283400
"(15, -11)",-192619934435337885106310371456371743208*x-430711267218961219923805157294887232268
"(15, -9)",66501662782486672310053298392122948000*x+148702238598412107266823165497009598000
"(15, -7)",124163241084599148336768508188858799800*x+277637447371633196247434206278027064800
"(15, -5)",-41757547464124043070549966234600238200*x-93372714702631920972899392218170448300
"(15, -3)",-39266074302152928971329389856592815200*x-87801611344027491188571949016750959200
"(15, -1)",-1843793415954785003613038752372574688*x-4122847424114156953535770167414562008
"(15, 1)",1282333245359915454672713920267292352*x+2867384320196741726067892349891367192
"(15, 3)",-689085654265335680582547921189631200*x-1540842072133064778922714700497639200
"(15, 5)",-110300393780784752474186317032791400*x-246638866715654926638261523266609300
"(15, 7)",30169473073909372816864228466551800*x+67460065750849111583843720735524800
"(15, 9)",-548715748973824426841478098532000*x-1227462154852732363713694738302000
"(15, 11)",-919360143969279710085120493631448*x-2054313855687435251730625390212468
"(15, 13)",24938362729749236881992606687600*x+63164376143557305472858884006600
"(15, 15)",28376884788878444681320451955000
"(15, 17)",-32864032226394192747045281486400*x+72785584911610093325128032747600
"(15, 19)",-32758314755904579461673954280608*x+73043379412122075957471113682912
"(15, 21)",3856142509049770038999459522000*x-8628111050348439253241233578000
"(15, 23)",36148125532795526264901078699000*x-80829682232093792914846785012000
"(15, 25)",39866843401683351109662242286000*x-89144971596893997968216064516000
"(15, 27)",42353809835723985129161716630800*x-94705997898416097829151748265200
"(15, 29)",-6556737284932002795400216646448*x+14661310279715379288584462691072
"(15, 31)",-6381561992086416873472080976368*x+14269606416934203118028995506312
"(15, 33)",-136305104142128509648545825600*x+304787478541987503662064053400
